# Spaceport America 30 MPH Case (Data loaded from a file)
# 3333 data points written for 54 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  &quot;Upper Body Tube, Middle Body tube&quot;
#   Discontinuity in rocket body diameter:  &quot;Middle Body tube, Booster Tube (CF)&quot;
#   Recovery device deployment at high speed (105 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
24.829,1.159347769e4,27.0833333333,-1.0051342711,109.5505249344,1.0055421576,3308.6056430446,2.9232283465,3308.6089238845,0.0506437395,106.1515748031,0.0278382526,33.0023689995,-106.9712203509,0.9973844279,0.2291831181,0,-0.176,0.001,50.6137261524,7.3678488022,12.101,0.104,79.2125984252,65.9448818898,2.071,0.137,5.211e6,0,6.432,0.42,0.42,0.287,0.065,0.067,0.036,0.126,4.226e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,10.1413529738,0.0572957795,41.7158792651,4.828,560.5,1096.5387139108,0.01,2.102
24.839,1.1593746719e4,26.7585301837,-1.0055421576,109.4652230971,1.0058480725,3309.6686351706,2.9265091864,3309.6686351706,0.0506609282,106.1417322835,0.0273283945,33.0023689995,-106.9712203509,0.9973844279,0.2864788976,0,-0.176,0.001,50.6137261524,7.3678488022,12.101,0.104,79.1732283465,65.9448818898,2.065,0.136,5.177e6,0,6.348,0.42,0.42,0.287,0.065,0.067,0.043,0.141,-4.345e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,10.0840571943,0.0572957795,40.7874015748,4.827,560.5,1096.5354330709,0.01,2.102
24.849,1.1594012467e4,26.437007874,-1.0058480725,109.3766404199,1.0061539873,3310.7283464567,2.9297900262,3310.7316272966,0.0506838466,106.1351706037,0.026920508,33.0023689995,-106.9712203509,0.9973844279,0.2864788976,0,-0.176,0.001,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.059,0.135,5.143e6,0,6.265,0.42,0.42,0.287,0.065,0.067,0.05,0.156,2.558e-4,0,0,0,0,-0.053,5.0985810649e-4,6.4173228346,210,9.9694656353,0.0572957795,39.8589238845,4.826,560.5,1096.5354330709,0.01,2.103
24.859,1.1594278215e4,26.1122047244,-1.0055421576,109.2913385827,1.0059500441,3311.7913385827,2.9297900262,3311.7913385827,0.0507010353,106.125328084,0.026920508,33.0023689995,-106.9712203509,0.9973844279,0.2864788976,0,-0.175,0.001,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.061,0.135,5.137e6,0,6.253,0.42,0.42,0.287,0.065,0.067,0.047,0.15,2.652e-4,0,0,0,0,-0.053,5.0985810649e-4,6.4173228346,210,9.8548740763,0.0572957795,39.7736220472,4.826,560.5,1096.532152231,0.01,2.104
24.869,1.1594537402e4,25.7906824147,-1.0052362428,109.2060367454,1.0056441292,3312.8510498688,2.9330708661,3312.8543307087,0.0507239536,106.1154855643,0.0270224796,33.0023689995,-106.9712203509,0.9973844279,0.2864788976,0,-0.175,0.001,50.6137261524,7.3678488022,12.101,0.104,79.1732283465,65.9448818898,2.065,0.135,5.137e6,0,6.251,0.42,0.42,0.287,0.065,0.067,0.043,0.141,3.986e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.7402825172,0.0572957795,39.8228346457,4.825,560.5,1096.532152231,0.01,2.104
24.879,1.1594793307e4,25.4658792651,-1.0049303279,109.1207349081,1.0053382144,3313.9140419948,2.936351706,3313.9140419948,0.0507468719,106.1089238845,0.0270224796,33.0023689995,-106.9712203509,0.9973844279,0.2291831181,0,-0.175,0.001,50.6137261524,7.3678488022,12.101,0.104,79.2125984252,65.9448818898,2.068,0.135,5.136e6,0,6.249,0.42,0.42,0.287,0.065,0.067,0.039,0.133,-6.588e-5,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.6256909582,0.0572957795,39.875328084,4.824,560.5,1096.5288713911,0.01,2.105
24.889,1.1595045932e4,25.1410761155,-1.004624413,109.0387139108,1.0049303279,3314.9737532808,2.936351706,3314.9737532808,0.0507640606,106.0990813648,0.0271244513,33.0023689995,-106.9712203509,0.9973844279,0.2291831181,0,-0.174,0.001,50.6137261524,7.3678488022,12.101,0.104,79.2125984252,65.9448818898,2.071,0.135,5.136e6,0,6.248,0.42,0.42,0.287,0.065,0.067,0.035,0.124,-4.566e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.5683951787,0.0572957795,39.9245406824,4.823,560.5,1096.5288713911,0.01,2.105
24.899,1.1595295276e4,24.8195538058,-1.0043184982,108.9534120735,1.004624413,3316.0334645669,2.9396325459,3316.0367454068,0.050786979,106.0892388451,0.0271244513,33.0023689995,-106.9712203509,0.9973844279,0.1718873385,0,-0.174,0.002,50.6137261524,7.3678488022,12.101,0.104,79.2519685039,65.9448818898,2.075,0.135,5.135e6,0,6.246,0.42,0.42,0.287,0.065,0.067,0.031,0.116,-2.401e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.4538036197,0.0572957795,39.9737532808,4.822,560.5,1096.5255905512,0.01,2.106
24.909,1.1595541339e4,24.4947506562,-1.0040125833,108.874671916,1.0043184982,3317.0964566929,2.9429133858,3317.0964566929,0.0508041677,106.0826771654,0.0271244513,33.0023689995,-106.9712203509,0.9973844279,0.1718873385,0,-0.174,0.002,50.6137261524,7.3678488022,12.101,0.104,79.2519685039,65.9448818898,2.078,0.135,5.134e6,0,6.244,0.42,0.42,0.287,0.065,0.067,0.026,0.107,3.107e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.3392120606,0.0572957795,40.0098425197,4.822,560.5,1096.5255905512,0.01,2.115
24.919,1.1595784121e4,24.1732283465,-1.0036046968,108.7926509186,1.0040125833,3318.156167979,2.9429133858,3318.156167979,0.050827086,106.0728346457,0.0272264229,33.0023689995,-106.9712203509,0.9973844279,0.114591559,0,-0.174,0.002,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.081,0.135,5.133e6,0,6.241,0.42,0.42,0.287,0.065,0.067,0.022,0.099,-1.211e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.2819162811,0.0572957795,40.0459317585,4.821,560.5,1096.5223097113,0.01,2.115
24.929,1.1596026903e4,23.8517060367,-1.0032987819,108.7139107612,1.0037066684,3319.2158792651,2.9461942257,3319.219160105,0.0508500043,106.062992126,0.0272264229,33.0023689995,-106.9712203509,0.9973844279,0.114591559,0,-0.174,0.002,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.085,0.135,5.132e6,0,6.239,0.42,0.42,0.287,0.065,0.067,0.018,0.09,1.119e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.1673247221,0.0572957795,40.0787401575,4.82,560.5,1096.5223097113,0.01,2.116
24.939,1.1596263123e4,23.5269028871,-1.0029928671,108.6351706037,1.0034007536,3320.2788713911,2.9461942257,3320.2788713911,0.0508671931,106.0564304462,0.0273283945,33.0023689995,-106.9712203509,0.9973844279,0.114591559,0,-0.173,0.002,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.088,0.135,5.131e6,0,6.236,0.42,0.42,0.287,0.065,0.067,0.014,0.082,-5.617e-5,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,9.0527331631,0.0572957795,40.1148293963,4.819,560.5,1096.5190288714,0.01,2.117
24.949,1.1596496063e4,23.2053805774,-1.0026869522,108.5564304462,1.0030948387,3321.3385826772,2.9494750656,3321.3385826772,0.0508901114,106.0465879265,0.0273283945,33.0023689995,-106.9712203509,0.9973844279,0.0572957795,0,-0.173,0.003,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.091,0.135,5.13e6,0,6.234,0.42,0.42,0.287,0.065,0.067,0.01,0.072,-4.536e-4,0,0,0,0,-0.052,5.0985810649e-4,6.4173228346,210,8.938141604,0.0572957795,40.1476377953,4.819,560.5,1096.5190288714,0.01,2.117
24.959,1.1596725722e4,22.8838582677,-1.0023810374,108.4776902887,1.0026869522,3322.3982939633,2.9527559055,3322.3982939633,0.0509073001,106.0367454068,0.0274303661,33.0023689995,-106.9712203509,0.9973844279,0.0334320873,0,-0.173,0.004,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.095,0.135,5.132e6,0,6.237,0.42,0.42,0.287,0.065,0.067,0.005,0.063,4.763e-4,0,0,0,0,-0.051,5.0985810649e-4,6.4173228346,210,8.8808458245,0.0572957795,40.2460629921,4.818,560.5,1096.5190288714,0.01,2.118
24.969,1.15969521e4,22.5590551181,-1.0019731509,108.4022309711,1.0023810374,3323.4580052493,2.9527559055,3323.4612860892,0.0509302184,106.030183727,0.0274303661,33.0023689995,-106.9712203509,0.9973844279,0.0035408792,0,-0.171,0.028,50.6137261524,7.3678488022,12.101,0.104,79.4094488189,65.9448818898,2.099,0.135,5.133e6,0,6.241,0.42,0.42,0.287,0.065,0.067,5.663e-4,0.008,-1.656e-4,0,0,0,0,-0.007,5.0985810649e-4,6.4173228346,210,8.7662542655,0.0572957795,40.3510498688,4.817,560.5,1096.5157480315,0.01,2.119
24.979,1.1597178478e4,22.2375328084,-1.001667236,108.3267716535,1.0019731509,3324.5177165354,2.9560367454,3324.5209973753,0.0509531367,106.0203412073,0.0275323378,33.0023689995,-106.9712203509,0.9973844279,0.0263445994,0,0.173,0.002,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.096,0.135,5.135e6,0,6.245,0.42,0.42,0.287,0.065,0.067,0.004,-0.043,-4.957e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.6516627065,0.0572957795,40.4593175853,4.817,560.5,1096.5157480315,0.01,2.119
24.989,1.1597398294e4,21.9160104987,-1.0012593495,108.251312336,1.001667236,3325.5807086614,2.9593175853,3325.5807086614,0.0509703255,106.0104986877,0.0276343094,33.0023689995,-106.9712203509,0.9973844279,0.0560753794,0,0.173,5.456e-4,50.6137261524,7.3678488022,12.101,0.104,79.3700787402,65.9448818898,2.092,0.135,5.137e6,0,6.249,0.42,0.42,0.287,0.065,0.067,0.009,-0.032,-2.152e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.5370711474,0.0572957795,40.5675853018,4.816,560.5,1096.5124671916,0.01,2.12
24.999,1.1597614829e4,21.594488189,-1.0009534347,108.1791338583,1.0012593495,3326.6404199475,2.9593175853,3326.6404199475,0.0509932438,106.0039370079,0.027736281,33.0023689995,-106.9712203509,0.9973844279,0.0572957795,0,0.173,-3.294e-5,50.6137261524,7.3678488022,12.101,0.104,79.3307086614,65.9448818898,2.088,0.135,5.138e6,0,6.254,0.42,0.42,0.287,0.065,0.067,0.014,-0.023,-1.468e-5,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.4797753679,0.0572957795,40.6725721785,4.815,560.4,1096.5124671916,0.01,2.121
25.009,1.1597831365e4,21.2729658793,-1.0005455482,108.1069553806,1.0009534347,3327.7001312336,2.9625984252,3327.7001312336,0.0510161621,105.9940944882,0.027736281,33.0023689995,-106.9712203509,0.9973844279,0.114591559,0,0.173,-2.98e-4,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.085,0.135,5.139e6,0,6.256,0.42,0.42,0.287,0.065,0.067,0.018,-0.013,-2.021e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.3651838089,0.0572957795,40.7611548556,4.815,560.4,1096.5124671916,0.01,2.122
25.019,1.1598041339e4,20.9481627297,-1.0002396333,108.0347769029,1.0006475198,3328.7598425197,2.9658792651,3328.7598425197,0.0510333508,105.9842519685,0.0278382526,33.0023689995,-106.9712203509,0.9973844279,0.114591559,0,0.173,-4.548e-4,50.6137261524,7.3678488022,12.101,0.104,79.2913385827,65.9448818898,2.081,0.135,5.14e6,0,6.259,0.42,0.42,0.287,0.065,0.067,0.023,-0.003,-4.856e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.2505922499,0.0572957795,40.8464566929,4.814,560.4,1096.5091863517,0.01,2.122
25.029,1.1598248031e4,20.6266404199,-0.9999337184,107.9658792651,1.0002396333,3329.8195538058,2.9658792651,3329.8195538058,0.0510562691,105.9744094488,0.0278382526,33.0023689995,-106.9712203509,0.9973844279,0.1718873385,0,0.173,-5.593e-4,50.6137261524,7.3678488022,12.101,0.104,79.2519685039,65.9448818898,2.077,0.135,5.141e6,0,6.262,0.42,0.42,0.287,0.065,0.067,0.027,0.006,4.037e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.1360006909,0.0572957795,40.9284776903,4.813,560.4,1096.5091863517,0.01,2.123
25.039,1.1598454724e4,20.3051181102,-0.999525832,107.8937007874,0.9999337184,3330.8792650919,2.969160105,3330.8792650919,0.0510734579,105.967847769,0.0279402242,33.0023689995,-106.9712203509,0.9973844279,0.1718873385,0,0.173,-6.351e-4,50.6137261524,7.3678488022,12.101,0.104,79.2125984252,65.9448818898,2.074,0.135,5.142e6,0,6.264,0.42,0.42,0.287,0.065,0.067,0.032,0.015,-1.83e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,8.0787049113,0.0572957795,41.0137795276,4.813,560.4,1096.5059055118,0.01,2.124
25.049,1.1598654856e4,19.9835958005,-0.9992199171,107.8248031496,0.9996278036,3331.938976378,2.9724409449,3331.938976378,0.0510963762,105.9580052493,0.0279402242,33.0023689995,-106.9712203509,0.9973844279,0.2291831181,0,0.173,-6.912e-4,50.6137261524,7.3678488022,12.101,0.104,79.2125984252,65.9448818898,2.07,0.135,5.144e6,0,6.267,0.42,0.42,0.287,0.065,0.067,0.037,0.024,-1.647e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.9641133523,0.0572957795,41.0990813648,4.812,560.4,1096.5059055118,0.01,2.124
25.059,1.1598854987e4,19.6620734908,-0.9988120306,107.7591863517,0.9992199171,3332.998687664,2.9724409449,3332.998687664,0.0511192945,105.9481627297,0.0280421959,33.0023689995,-106.9712203509,0.9973844279,0.2291831181,0,0.173,-7.317e-4,50.6137261524,7.3678488022,12.101,0.104,79.1732283465,65.9448818898,2.066,0.135,5.144e6,0,6.269,0.42,0.42,0.287,0.065,0.067,0.041,0.033,-4.721e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.8495217933,0.0572957795,41.1679790026,4.811,560.4,1096.5059055118,0.01,2.125
25.069,1.1599048556e4,19.3405511811,-0.9985061157,107.6902887139,0.9989140022,3334.0583989501,2.9757217848,3334.0583989501,0.0511364832,105.93832021,0.0280421959,33.0023689995,-106.9712203509,0.9973844279,0.2864788976,0,0.173,-7.638e-4,50.6137261524,7.3678488022,12.101,0.104,79.1732283465,65.9448818898,2.063,0.135,5.145e6,0,6.271,0.42,0.42,0.287,0.065,0.067,0.045,0.042,1.369e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.7922260138,0.0572957795,41.2368766404,4.811,560.4,1096.5026246719,0.01,2.126
25.079,1.1599238845e4,19.0190288714,-0.9982002009,107.624671916,0.9986080874,3335.1181102362,2.9790026247,3335.1181102362,0.0511594015,105.9317585302,0.0281441675,33.0023689995,-106.9712203509,0.9973844279,0.2864788976,0,0.173,-7.908e-4,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.059,0.135,5.145e6,0,6.272,0.42,0.42,0.287,0.065,0.067,0.05,0.051,-2.458e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.6776344548,0.0572957795,41.3057742782,4.81,560.4,1096.5026246719,0.01,2.127
25.089,1.1599429134e4,18.7007874016,-0.997894286,107.5590551181,0.9982002009,3336.1745406824,2.9790026247,3336.1778215223,0.0511765903,105.9219160105,0.0281441675,33.0023689995,-106.9712203509,0.9973844279,0.3437746771,0,0.173,-8.123e-4,50.6137261524,7.3678488022,12.101,0.104,79.1338582677,65.9448818898,2.056,0.135,5.146e6,0,6.274,0.42,0.42,0.287,0.065,0.067,0.054,0.06,3.078e-4,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.5630428957,0.0572957795,41.374671916,4.81,560.4,1096.5026246719,0.01,2.127
25.099,1.1599612861e4,18.3792650919,-0.9974863995,107.4967191601,0.997894286,3337.2342519685,2.9822834646,3337.2375328084,0.0511995086,105.9120734908,0.0282461391,33.0023689995,-106.9712203509,0.9973844279,0.3437746771,0,0.173,-8.324e-4,50.6137261524,7.3678488022,12.101,0.104,79.094488189,65.9448818898,2.053,0.135,5.147e6,0,6.276,0.42,0.42,0.287,0.065,0.067,0.058,0.069,-7.587e-5,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.4484513367,0.0572957795,41.4468503937,4.809,560.4,1096.499343832,0.01,2.128
25.109,1.1599796588e4,18.0577427822,-0.9972824563,107.4311023622,0.9976903428,3338.2939632546,2.9855643045,3338.2939632546,0.0512224269,105.9022309711,0.0281441675,33.0023689995,-106.9712203509,0.9973844279,0.4010704566,0,0.174,-8.049e-4,50.6137261524,7.3678488022,12.101,0.104,79.094488189,65.9448818898,2.051,0.135,5.139e6,0,6.258,0.42,0.42,0.287,0.065,0.067,0.061,0.073,-1.886e-5,0,0,0,0,0.051,5.0985810649e-4,6.4173228346,210,7.3911555572,0.0572957795,41.2696850394,4.809,560.4,1096.499343832,0.01,2.128
25.119,1.1599977034e4,17.7362204724,-0.997078513,107.3687664042,0.9974863995,3339.3536745407,2.9855643045,3339.3536745407,0.0512396156,105.8956692913,0.0280421959,33.0023689995,-106.9712203509,0.9973844279,0.4010704566,0,0.174,-7.717e-4,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.049,0.135,5.13e6,0,6.236,0.42,0.42,0.287,0.065,0.067,0.063,0.077,4.211e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,7.2765639982,0.0572957795,41.0564304462,4.808,560.4,1096.499343832,0.01,2.129
25.129,1.1600150919e4,17.4146981627,-0.9968745698,107.3097112861,0.9972824563,3340.4133858268,2.9888451444,3340.4133858268,0.0512625339,105.8858267717,0.0279402242,33.0023689995,-106.9712203509,0.9973844279,0.4010704566,0,0.174,-7.388e-4,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.047,0.135,5.121e6,0,6.214,0.42,0.42,0.287,0.065,0.067,0.065,0.082,1.374e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,7.1619724391,0.0572957795,40.843175853,4.807,560.4,1096.4960629921,0.01,2.13
25.139,1.1600324803e4,17.0964566929,-0.9967725982,107.2473753281,0.997078513,3341.469816273,2.9921259843,3341.4730971129,0.0512797227,105.875984252,0.0279402242,33.0023689995,-106.9712203509,0.9973844279,0.4010704566,0,0.174,-7.089e-4,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.045,0.135,5.112e6,0,6.193,0.42,0.42,0.287,0.065,0.067,0.068,0.086,-4.976e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,7.0473808801,0.0572957795,40.6299212598,4.807,560.4,1096.4960629921,0.01,2.13
25.149,1.1600492126e4,16.7749343832,-0.9965686549,107.18832021,0.9968745698,3342.5295275591,2.9921259843,3342.5295275591,0.051302641,105.8661417323,0.0278382526,33.0023689995,-106.9712203509,0.9973844279,0.4583662361,0,0.174,-6.788e-4,50.6137261524,7.3678488022,12.101,0.104,79.0551181102,65.9448818898,2.044,0.134,5.103e6,0,6.171,0.42,0.42,0.287,0.065,0.067,0.07,0.091,3.538e-4,0,0,0,0,0.053,5.0985810649e-4,6.4173228346,210,6.9900851006,0.0572957795,40.4166666667,4.806,560.4,1096.4960629921,0.01,2.131
25.159,1.1600659449e4,16.4534120735,-0.9960587968,107.1292650919,0.9964666833,3343.5892388451,2.9954068241,3343.5892388451,0.0513255593,105.8595800525,0.0279402242,33.0023689995,-106.9712203509,0.9973844279,0.4583662361,0,0.174,-7.352e-4,50.6137261524,7.3678488022,12.101,0.104,79.0157480315,65.9448818898,2.039,0.134,5.111e6,0,6.191,0.42,0.42,0.287,0.065,0.067,0.076,0.103,3.467e-6,0,0,0,0,0.053,5.0985810649e-4,6.4173228346,210,6.8754935416,0.0572957795,40.6922572178,4.806,560.4,1096.4927821522,0.01,2.132
25.169,1.1600823491e4,16.1351706037,-0.9956509104,107.0734908136,0.9960587968,3344.6456692913,2.998687664,3344.6489501312,0.051342748,105.8497375328,0.0281441675,33.0023689995,-106.9712203509,0.9972824563,0.5156620156,0,0.175,-7.967e-4,50.6137261524,7.3678488022,12.101,0.104,78.9763779528,65.9448818898,2.034,0.135,5.122e6,0,6.218,0.42,0.42,0.287,0.065,0.067,0.082,0.115,8.84e-5,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,6.7609019825,0.0572957795,41.0465879265,4.805,560.4,1096.4927821522,0.01,2.132
25.179,1.1600980971e4,15.813648294,-0.9951410522,107.0144356955,0.9955489387,3345.7053805774,2.998687664,3345.7053805774,0.0513656663,105.8398950131,0.0282461391,33.0023689995,-106.9712203509,0.9972824563,0.5156620156,0,0.175,-8.481e-4,50.6137261524,7.3678488022,12.101,0.104,78.937007874,65.9448818898,2.029,0.135,5.132e6,0,6.244,0.42,0.421,0.287,0.065,0.067,0.089,0.127,3.27e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,6.6463104235,0.0572957795,41.4009186352,4.805,560.4,1096.4927821522,0.01,2.133
25.189,1.1601138451e4,15.4921259843,-0.9947331658,106.9586614173,0.9951410522,3346.7650918635,3.0019685039,3346.7650918635,0.0513828551,105.8300524934,0.0284500823,33.0023689995,-106.9712203509,0.9972824563,0.5729577951,0,0.175,-8.948e-4,50.6137261524,7.3678488022,12.101,0.104,78.937007874,65.9448818898,2.025,0.135,5.143e6,0,6.271,0.42,0.421,0.287,0.065,0.067,0.095,0.14,4.996e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,6.589014644,0.114591559,41.7552493438,4.804,560.4,1096.4895013123,0.01,2.134
25.199,1.1601292651e4,15.1738845144,-0.9942233077,106.9028871391,0.9946311941,3347.8215223097,3.0052493438,3347.8215223097,0.0514057734,105.8234908136,0.0286540256,33.0023689995,-106.9712203509,0.9972824563,0.6302535746,0,0.175,-9.376e-4,50.6137261524,7.3678488022,12.101,0.104,78.8976377953,65.9448818898,2.02,0.136,5.154e6,0,6.298,0.42,0.421,0.287,0.065,0.067,0.101,0.152,2.178e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,6.474423085,0.114591559,42.1095800525,4.804,560.4,1096.4895013123,0.01,2.134
25.209,1.160144357e4,14.8523622047,-0.9939173928,106.8503937008,0.9943252793,3348.8812335958,3.0052493438,3348.8812335958,0.0514286917,105.813648294,0.0286540256,33.0023689995,-106.9712203509,0.9972824563,0.6302535746,0,0.176,-9.39e-4,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.017,0.136,5.153e6,0,6.298,0.42,0.421,0.287,0.065,0.067,0.105,0.158,3.005e-4,0,0,0,0,0.052,5.0985810649e-4,6.4173228346,210,6.359831526,0.114591559,42.1358267717,4.803,560.4,1096.4895013123,0.01,2.135
25.219,1.1601587927e4,14.5341207349,-0.9936114779,106.7979002625,0.9940193644,3349.937664042,3.0085301837,3349.9409448819,0.0514458804,105.8038057743,0.0286540256,33.0023689995,-106.9712203509,0.9972824563,0.6302535746,0,0.176,-9.351e-4,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.015,0.136,5.151e6,0,6.293,0.42,0.421,0.287,0.065,0.067,0.108,0.165,-1.782e-4,0,0,0,0,0.053,5.0985810649e-4,6.4173228346,210,6.2452399669,0.114591559,42.1128608924,4.803,560.4,1096.4895013123,0.01,2.136
25.229,1.1601732283e4,14.2125984252,-0.9934075347,106.7454068241,0.9938154212,3350.9973753281,3.0085301837,3350.9973753281,0.0514687987,105.7939632546,0.0286540256,33.0023689995,-106.9712203509,0.9972824563,0.6875493542,0,0.176,-9.308e-4,50.6137261524,7.3678488022,12.101,0.104,78.8582677165,65.9448818898,2.012,0.135,5.149e6,0,6.288,0.42,0.421,0.287,0.065,0.067,0.112,0.172,1.484e-4,0,0,0,0,0.053,5.0985810649e-4,6.4173228346,210,6.1879441874,0.114591559,42.0866141732,4.803,560.4,1096.4862204724,0.01,2.136
25.239,1.160187336e4,13.8943569554,-0.9931016198,106.6929133858,0.9935095063,3352.0538057743,3.0118110236,3352.0538057743,0.051491717,105.7841207349,0.0286540256,33.0023689995,-106.9712203509,0.9972824563,0.6875493542,0,0.177,-9.272e-4,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.01,0.135,5.146e6,0,6.283,0.42,0.421,0.287,0.065,0.067,0.115,0.179,-4.686e-4,0,0,0,0,0.053,5.0985810649e-4,6.4173228346,210,6.0733526284,0.114591559,42.063648294,4.802,560.4,1096.4862204724,0.01,2.137
25.249,1.1602011155e4,13.5761154856,-0.992795705,106.6437007874,0.9932035914,3353.1102362205,3.0150918635,3353.1135170604,0.0515089058,105.7775590551,0.028552054,33.0023689995,-106.9712203509,0.9972824563,0.7448451337,0,0.177,-9.232e-4,50.6137261524,7.3678488022,12.101,0.104,78.8188976378,65.9448818898,2.007,0.135,5.144e6,0,6.278,0.42,0.421,0.287,0.065,0.067,0.119,0.184,7.024e-5,0,0,0,0,0.054,5.0985810649e-4,6.4173228346,210,5.9587610694,0.114591559,42.0406824147,4.802,560.4,1096.4862204724,0.01,2.137
25.259,1.1602145669e4,13.2545931759,-0.9924897901,106.594488189,0.9928976766,3354.1699475066,3.0150918635,3354.1699475066,0.0515318241,105.7677165354,0.0286540256,33.0023689995,-106.9712203509,0.9972824563,0.7448451337,0,0.177,-9.334e-4,50.6137261524,7.3678488022,12.101,0.104,78.7795275591,65.9448818898,2.004,0.135,5.147e6,0,6.285,0.42,0.421,0.287,0.065,0.067,0.123,0.192,1.149e-4,0,0,0,0,0.054,5.0985810649e-4,6.4173228346,210,5.8441695103,0.114591559,42.1489501312,4.801,560.4,1096.4829396325,0.01,2.138
