# Spaceport America 30 MPH Case (Data loaded from a file)
# 3333 data points written for 54 variables.
# Simulation warnings:
#   Discontinuity in rocket body diameter:  &quot;Upper Body Tube, Middle Body tube&quot;
#   Discontinuity in rocket body diameter:  &quot;Middle Body tube, Booster Tube (CF)&quot;
#   Recovery device deployment at high speed (105 ft/s)
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°C),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.959,4568.0019685039,818.2447506562,-2.1458907986,836.968503937,2.2255306348,886.6601049869,0.1771653543,886.6601049869,0.0114190489,176.0400262467,0.5899058292,33.0023689995,-106.9712203509,0.9979962576,0.6302535746,-1.139e-8,-0.035,-7.262e-5,50.6137261524,7.3678488022,12.101,0.104,80.1181102362,65.9448818898,2.211,0.744,3.308e7,0,283.057,0.486,0.487,0.272,0.109,0.106,0.109,0.242,-7.739e-5,0,0,0,0,-6.293e-5,0.0031611203,6.4173228346,210,75.5731331778,0.0171371677,44.2322834646,26.478,722.3,1139.5833333333,0.01,0.606
5.969,4576.1778215223,817.5557742782,-2.1378350405,836.2532808399,2.2242050037,888.4186351706,0.1771653543,888.4186351706,0.0114419672,175.8464566929,0.6140731035,33.0023689995,-106.9712203509,0.9979962576,0.6875493542,-7.601e-9,-0.015,-6.142e-5,50.6137261524,7.3678488022,12.101,0.104,80.0787401575,65.9448818898,2.203,0.743,3.306e7,0,282.637,0.486,0.487,0.272,0.109,0.106,0.119,0.263,3.461e-4,0,0,0,0,-1.17e-5,0.0031611203,6.4173228346,210,75.5731331778,0.0173319733,44.8982939633,26.453,722.1,1139.5341207349,0.01,0.606
5.979,4584.3503937008,816.8700787402,-2.1310029419,835.5413385827,2.2229813443,890.1771653543,0.1771653543,890.1771653543,0.0114591559,175.6463254593,0.633039825,33.0023689995,-106.9712203509,0.9979962576,0.7448451337,0,0.006,-1.078e-4,50.6137261524,7.3678488022,12.101,0.104,80.0393700787,65.9448818898,2.197,0.743,3.303e7,0,282.207,0.486,0.487,0.272,0.109,0.106,0.127,0.28,1.001e-4,0,0,0,0,2.077e-6,0.0031611203,6.4173228346,210,75.5731331778,0.017526779,45.561023622,26.428,721.9,1139.4816272966,0.01,0.607
5.989,4592.5164041995,816.1843832021,-2.1253945027,834.8293963255,2.2215537416,891.9324146982,0.1771653543,891.9324146982,0.0114820742,175.4396325459,0.646500079,33.0023689995,-106.9712203509,0.9979962576,0.7448451337,-8.395e-9,0.029,-1.148e-4,50.6137261524,7.3678488022,12.101,0.104,80,65.9448818898,2.193,0.742,3.301e7,0,281.766,0.486,0.487,0.272,0.108,0.106,0.133,0.292,5.449e-5,0,0,0,0,4.304e-5,0.0031611203,6.4173228346,210,75.5731331778,0.0177273142,46.2237532808,26.403,721.7,1139.4324146982,0.01,0.608
5.999,4600.6758530184,815.5019685039,-2.1212136662,834.1174540682,2.219820224,893.687664042,0.1804461942,893.687664042,0.0115049925,175.2329396325,0.6543518939,33.0023689995,-106.9712203509,0.9979962576,0.8021409132,-1.49e-8,0.052,-1.204e-4,50.6137261524,7.3678488022,12.101,0.104,79.9606299213,65.9448818898,2.19,0.742,3.298e7,0,281.31,0.486,0.487,0.272,0.108,0.106,0.137,0.299,2.984e-5,0,0,0,0,1.401e-4,0.0031611203,6.4173228346,210,75.5731331778,0.0179106607,46.8897637795,26.378,721.5,1139.3832020997,0.01,0.608
6.009,4608.8254593176,814.8195538058,-2.1268221054,833.405511811,2.2143137565,895.436351706,0.1804461942,895.436351706,0.0115279108,175.0262467192,0.6161125359,33.0023689995,-106.9712203509,0.9979962576,0.6875493542,-9.177e-9,0.074,-6.541e-5,50.6137261524,7.3678488022,12.101,0.104,80.0393700787,65.9448818898,2.2,0.741,3.294e7,0,280.441,0.486,0.486,0.272,0.108,0.105,0.122,0.267,-1.315e-4,0,0,0,0,2.872e-4,0.0031611203,6.4173228346,210,75.5158373982,0.018082548,46.1745406824,26.353,721.3,1139.3339895013,0.01,0.609
6.019,4616.9717847769,814.1338582677,-2.1349798351,832.6935695538,2.2090112322,897.18832021,0.1804461942,897.18832021,0.0115508291,174.8359580052,0.5672681293,33.0023689995,-106.9712203509,0.9979962576,0.5729577951,7.598e-9,0.093,-8.95e-5,50.6137261524,7.3678488022,12.101,0.104,80.1181102362,65.9448818898,2.213,0.74,3.29e7,0,279.516,0.485,0.486,0.272,0.108,0.105,0.102,0.225,-3.221e-4,0,0,0,0,4.555e-4,0.0031611203,6.4173228346,210,75.4585416187,0.0182429762,45.2395013123,26.327,721.1,1139.281496063,0.01,0.61
6.029,4625.1082677165,813.4448818898,-2.1440553094,831.9849081365,2.2051363106,898.9337270341,0.1804461942,898.9337270341,0.0115680179,174.6620734908,0.5154665457,33.0023689995,-106.9712203509,0.9979962576,0.4583662361,-1.67e-8,0.109,-8.187e-5,50.6137261524,7.3678488022,12.101,0.104,80.2362204724,65.9448818898,2.228,0.739,3.286e7,0,278.608,0.485,0.486,0.272,0.108,0.105,0.081,0.181,-4.367e-4,0,0,0,0,6.24e-4,0.0031611203,6.4173228346,210,75.4012458392,0.0183862156,44.3077427822,26.302,720.9,1139.2322834646,0.01,0.61
6.039,4633.2414698163,812.7526246719,-2.1537426134,831.2762467192,2.2026889917,900.6791338583,0.1837270341,900.6791338583,0.0115909362,174.5045931759,0.4617275012,33.0023689995,-106.9712203509,0.9979962576,0.3437746771,-1.722e-8,0.121,-1.053e-4,50.6137261524,7.3678488022,12.101,0.104,80.3149606299,65.9448818898,2.244,0.739,3.282e7,0,277.723,0.485,0.485,0.272,0.108,0.105,0.06,0.133,4.148e-4,0,0,0,0,7.719e-4,0.0031611203,6.4173228346,210,75.3439500597,0.0185122664,43.3727034121,26.277,720.7,1139.1830708661,0.01,0.611
6.049,4641.3648293963,812.0603674541,-2.1640417472,830.5675853018,2.2019751903,902.4245406824,0.1837270341,902.4245406824,0.0116138545,174.3635170604,0.406866769,33.0023689995,-106.9712203509,0.9979962576,0.2291831181,-2.686e-8,0.129,-1.286e-4,50.6137261524,7.3678488022,12.101,0.104,80.4330708661,65.9448818898,2.26,0.738,3.277e7,0,276.867,0.485,0.485,0.272,0.108,0.105,0.037,0.083,-4.332e-4,0,0,0,0,8.842e-4,0.0031611203,6.4173228346,210,75.2866542802,0.0186726945,42.4409448819,26.252,720.5,1139.1338582677,0.01,0.612
6.059,4649.4816272966,811.3615485564,-2.1679166688,829.8589238845,2.201261389,904.1666666667,0.1837270341,904.1666666667,0.0116367728,174.2388451444,0.3813738637,33.0023689995,-106.9712203509,0.9979962576,0.1718873385,-2.26e-8,0.134,-1.545e-4,50.6137261524,7.3678488022,12.101,0.104,80.4724409449,65.9448818898,2.268,0.737,3.274e7,0,276.272,0.485,0.485,0.272,0.108,0.105,0.026,0.059,3.953e-4,0,0,0,0,9.591e-4,0.0031611203,6.4173228346,210,75.1720627212,0.0187987453,42.5787401575,26.227,720.3,1139.0846456693,0.01,0.613
6.069,4657.5918635171,810.6627296588,-2.1709758174,829.1535433071,2.2006495592,905.9087926509,0.1837270341,905.9087926509,0.0116596911,174.1174540682,0.3601637664,33.0023689995,-106.9712203509,0.9979962576,0.114591559,5.148e-9,0.138,-1.876e-4,50.6137261524,7.3678488022,12.101,0.104,80.5118110236,65.9448818898,2.274,0.737,3.271e7,0,275.722,0.485,0.485,0.272,0.107,0.105,0.017,0.039,1.692e-4,0,0,0,0,0.001,0.0031611203,6.4173228346,210,75.1147669417,0.0188961481,42.8871391076,26.202,720,1139.032152231,0.01,0.614
6.079,4665.6955380577,809.9639107612,-2.1741369377,828.4448818898,2.2003436444,907.6509186352,0.1837270341,907.6509186352,0.0116768799,174.0059055118,0.3386477543,33.0023689995,-106.9712203509,0.9979962576,0.0486899534,-1.41e-8,0.14,-4.643e-4,50.6137261524,7.3678488022,12.101,0.104,80.5511811024,65.9448818898,2.281,0.736,3.269e7,0,275.178,0.484,0.484,0.272,0.107,0.105,0.008,0.017,-2.766e-4,0,0,0,0,0.001,0.0031611203,6.4173228346,210,75.0574711621,0.0189763622,43.1988188976,26.177,719.8,1138.9829396325,0.01,0.614
6.089,4673.7926509186,809.2650918635,-2.1774000296,827.7395013123,2.2003436444,909.3897637795,0.187007874,909.3897637795,0.0116997982,173.9009186352,0.3172337139,33.0023689995,-106.9712203509,0.9979962576,0.0059129244,5.695e-9,-0.141,-0.004,50.6137261524,7.3678488022,12.101,0.104,80.5905511811,65.9448818898,2.287,0.736,3.266e7,0,274.641,0.484,0.484,0.272,0.107,0.105,9.949e-4,0.004,-2.318e-4,0,0,0,0,-0.001,0.0031611203,6.4173228346,210,74.9428796031,0.0190565763,43.5072178478,26.152,719.6,1138.9337270341,0.01,0.615
6.099,4681.8799212598,808.562992126,-2.1806631215,827.0341207349,2.2006495592,911.1286089239,0.187007874,911.1286089239,0.0117227165,173.8024934383,0.2962275599,33.0023689995,-106.9712203509,0.9979962576,0.0572957795,2.887e-8,-0.14,-4.097e-4,50.6137261524,7.3678488022,12.101,0.104,80.5511811024,65.9448818898,2.279,0.735,3.263e7,0,274.11,0.484,0.484,0.272,0.107,0.105,0.01,0.024,-9.699e-5,0,0,0,0,-0.001,0.0031611203,6.4173228346,210,74.8855838236,0.0191367904,43.8156167979,26.127,719.4,1138.8845144357,0.01,0.616
6.109,4689.9639107612,807.8608923885,-2.1824986106,826.3254593176,2.2005475876,912.8641732283,0.187007874,912.8641732283,0.0117456348,173.7106299213,0.2812377315,33.0023689995,-106.9712203509,0.9979962576,0.114591559,0,-0.137,-2.236e-4,50.6137261524,7.3678488022,12.101,0.104,80.5118110236,65.9448818898,2.273,0.735,3.26e7,0,273.624,0.484,0.484,0.272,0.107,0.105,0.017,0.039,-3.503e-4,0,0,0,0,-0.001,0.0031611203,6.4173228346,210,74.7709922646,0.0192456523,44.3241469816,26.103,719.2,1138.8353018373,0.01,0.617
6.119,4698.0380577428,807.1587926509,-2.184028185,825.6200787402,2.2003436444,914.6030183727,0.187007874,914.6030183727,0.0117685531,173.6220472441,0.2678794491,33.0023689995,-106.9712203509,0.9979962576,0.114591559,0,-0.134,-1.966e-4,50.6137261524,7.3678488022,12.101,0.104,80.4724409449,65.9448818898,2.268,0.734,3.258e7,0,273.147,0.484,0.484,0.272,0.107,0.105,0.023,0.052,7.283e-5,0,0,0,0,-9.607e-4,0.0031611203,6.4173228346,210,74.7136964851,0.0193545143,44.8654855643,26.078,719,1138.7860892388,0.01,0.617
6.129,4706.1056430446,806.4566929134,-2.1852518444,824.9179790026,2.2001397011,916.3385826772,0.187007874,916.3385826772,0.0117857418,173.5367454068,0.255540883,33.0023689995,-106.9712203509,0.9979962576,0.1718873385,-4.415e-8,-0.129,-1.258e-4,50.6137261524,7.3678488022,12.101,0.104,80.4330708661,65.9448818898,2.264,0.734,3.255e7,0,272.673,0.484,0.484,0.272,0.107,0.105,0.028,0.065,-1.974e-4,0,0,0,0,-8.986e-4,0.0031611203,6.4173228346,210,74.6564007055,0.0194347284,45.406824147,26.053,718.8,1138.7368766404,0.01,0.618
6.139,4714.1666666667,805.7545931759,-2.1862715606,824.2125984252,2.1999357579,918.0741469816,0.1902887139,918.0741469816,0.0118086602,173.4580052493,0.2444259763,33.0023689995,-106.9712203509,0.9979962576,0.1718873385,2.285e-8,-0.124,-1.821e-4,50.6137261524,7.3678488022,12.101,0.104,80.4330708661,65.9448818898,2.26,0.733,3.252e7,0,272.201,0.484,0.484,0.272,0.107,0.105,0.033,0.076,-4.728e-4,0,0,0,0,-8.268e-4,0.0031611203,6.4173228346,210,74.599104926,0.0194977538,45.9448818898,26.028,718.6,1138.687664042,0.01,0.618
6.149,4722.2211286089,805.0492125984,-2.1868833904,823.5072178478,2.1994258998,919.8064304462,0.1902887139,919.8064304462,0.0118315785,173.3792650919,0.2348406438,33.0023689995,-106.9712203509,0.9979962576,0.2291831181,2.054e-8,-0.118,-1.536e-4,50.6137261524,7.3678488022,12.101,0.104,80.3937007874,65.9448818898,2.256,0.733,3.25e7,0,271.731,0.484,0.484,0.272,0.107,0.105,0.038,0.086,2.702e-4,0,0,0,0,-7.481e-4,0.0031611203,6.4173228346,210,74.484513367,0.0195321312,46.4862204724,26.003,718.4,1138.6384514436,0.01,0.619
6.159,4730.2690288714,804.3471128609,-2.1897385957,822.8051181102,2.2003436444,921.5419947507,0.1902887139,921.5419947507,0.0118544968,173.3070866142,0.2161798372,33.0023689995,-106.9712203509,0.9979962576,0.2864788976,0,-0.111,-1.032e-4,50.6137261524,7.3678488022,12.101,0.104,80.3543307087,65.9448818898,2.249,0.732,3.247e7,0,271.194,0.484,0.484,0.272,0.107,0.105,0.046,0.104,2.149e-5,0,0,0,0,-6.618e-4,0.0031611203,6.4173228346,210,74.4272175875,0.0195550495,46.6371391076,25.978,718.2,1138.5892388451,0.01,0.62
6.169,4738.3070866142,803.6417322835,-2.1924918295,822.1030183727,2.2013633606,923.2742782152,0.1902887139,923.2742782152,0.0118774151,173.2414698163,0.1978249453,33.0023689995,-106.9712203509,0.9979962576,0.3437746771,-2.639e-8,-0.102,-6.116e-5,50.6137261524,7.3678488022,12.101,0.104,80.3149606299,65.9448818898,2.243,0.732,3.244e7,0,270.649,0.483,0.484,0.272,0.107,0.104,0.054,0.122,-4.648e-4,0,0,0,0,-5.65e-4,0.0031611203,6.4173228346,210,74.369921808,0.0195607791,46.7290026247,25.954,718,1138.5400262467,0.01,0.62
6.179,4746.3418635171,802.936351706,-2.1946332336,821.3976377953,2.2021791335,925.0065616798,0.1935695538,925.0065616798,0.0118946038,173.1791338583,0.1816114575,33.0023689995,-106.9712203509,0.9979962576,0.3437746771,-1.311e-8,-0.092,-6.318e-5,50.6137261524,7.3678488022,12.101,0.104,80.2755905512,65.9448818898,2.237,0.731,3.241e7,0,270.106,0.483,0.483,0.272,0.106,0.104,0.061,0.137,3.634e-4,0,0,0,0,-4.629e-4,0.0031611203,6.4173228346,210,74.3126260285,0.01954932,46.8208661417,25.929,717.8,1138.4908136483,0.01,0.621
6.189,4754.3667979003,802.2276902887,-2.1961628079,820.6955380577,2.2024850484,926.7355643045,0.1935695538,926.7355643045,0.0119175221,173.1233595801,0.1679472603,33.0023689995,-106.9712203509,0.9979962576,0.4010704566,0,-0.082,-5.176e-5,50.6137261524,7.3678488022,12.101,0.104,80.2362204724,65.9448818898,2.232,0.731,3.238e7,0,269.563,0.483,0.483,0.272,0.106,0.104,0.067,0.15,4.411e-4,0,0,0,0,-3.621e-4,0.0031611203,6.4173228346,210,74.255330249,0.0195092129,46.9094488189,25.904,717.6,1138.4416010499,0.01,0.621
