# Spaceport America 0 MPH Case (Up to date)
# 1050 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
20.54,3475.9806878573,57.9967390601,-10.1975971992,60.3173538743,10.1986164409,387.7775917234,0.2987789631,387.7777068266,7.7049037996e-4,16.5698954973,0.144182774,0.5759586989,1.8675748741,9.780692552,0.0016698871,-1.0784385272e-8,0.0428593015,1.3159472231e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0644488545,66.6121170688,2.6536019009,0.1877990918,7.9158961872e6,0,10.4398766662,0.3948233924,0.3948346058,0.3098455971,0.0118522252,0.0731255701,0.016795925,0.0423953031,4.2985291772e-4,0,0,0,0,0.0021655524,0.007492103,6.2,194.7783549651,1.2941760825,0.0016074941,0,-16.6974884813,549.3560903371,321.1802219803,0.05,0.3016426
20.59,3478.8677809182,57.4870450998,-10.1901817102,59.8254426216,10.1911907971,388.6059055156,0.3001196506,388.6060214065,7.7229807029e-4,16.5627060159,0.1434105197,0.5759586991,1.8675750291,9.7806836161,0.0017356301,-2.0867204714e-8,0.0435113347,2.327074559e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0596170601,66.6121170688,2.6528225792,0.1862741134,7.849297878e6,0,10.2658746356,0.3947778066,0.3947899171,0.3098633349,0.0118324294,0.0730820423,0.0174587672,0.044164784,2.5709319378e-4,0,0,0,0,0.0022687992,0.007432775,6.2,194.7783549651,1.2920169574,0.001595713,0,-16.7162545861,549.1419597709,321.1688497208,0.05,0.3020848
20.64,3481.7293985214,56.9777201642,-10.1828365477,59.3341974687,10.1838356868,389.4338607876,0.3014628955,389.4339774697,7.7410535056e-4,16.5555547822,0.1426504113,0.5759586993,1.8675751841,9.7806747584,0.0018042,-1.36804035e-8,0.0441656904,3.2358831032e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0546454601,66.6121170688,2.6520207083,0.1847510434,7.7828377869e6,0,10.093673923,0.3947326507,0.3947457335,0.3098809062,0.0118128215,0.0730389231,0.0181503026,0.0454583291,-6.3596623132e-5,0,0,0,0,0.0023764188,0.0073735416,6.2,194.7783549651,1.2898250144,0.0015846625,0,-16.7348551005,548.9297186741,321.1575778091,0.05,0.3025948
20.69,3484.5655590308,56.4687607777,-10.1755595329,58.8436219683,10.1765490114,390.2614594355,0.3028085946,390.2615769119,7.7591195981e-4,16.5484410922,0.1419083291,0.5759586995,1.8675753389,9.7806659789,0.0018763132,-1.3809438232e-8,0.0448478283,4.0837864888e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.049495407,66.6121170688,2.6511900545,0.1832298944,7.7165158854e6,0,9.923266295,0.3946879234,0.394702069,0.3098983113,0.0117934005,0.0729962116,0.0188777949,0.0479034617,2.2327858471e-4,0,0,0,0,0.002491421,0.0073144035,6.2,194.7783549651,1.2875995815,0.0015747344,0,-16.7532901437,548.7193656848,321.1464061729,0.05,0.3029684
20.74,3487.3762806374,55.9601634687,-10.168353073,58.3537199225,10.1693330345,391.0887033195,0.3041566548,391.0888215935,7.7771766573e-4,16.5413643135,0.1411741776,0.5759586997,1.8675754938,9.7806572775,0.0019510682,-1.6981370856e-8,0.0455361397,4.7168529445e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0442158241,66.6121170688,2.6503385089,0.18171068,7.6503321783e6,0,9.7546430167,0.3946436233,0.3946589142,0.3099155507,0.0117741657,0.072953907,0.0196321625,0.0491320484,1.161261397e-4,0,0,0,0,0.0026117909,0.0072553614,6.2,194.7783549651,1.2853397798,0.0015663961,0,-16.771559834,548.5108994538,321.1353347406,0.05,0.3033243
20.79,3490.1615813586,55.4519247965,-10.1612140706,57.8644953913,10.1621847829,391.9155942699,0.3055069957,391.9157133447,7.7952227027e-4,16.5343237917,0.1404570157,0.5759586999,1.8675756485,9.7806486542,0.0020295219,-1.2569059828e-8,0.0462513535,5.2954798708e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0387496872,66.6121170688,2.6494568739,0.1801934145,7.5842867047e6,0,9.5877961956,0.3945997491,0.3946162896,0.3099326246,0.0117551163,0.0729120081,0.0204241176,0.0508919346,-4.7244223616e-4,0,0,0,0,0.0027402339,0.0071964161,6.2,194.7783549651,1.2830449267,0.0015592427,0,-16.7896642886,548.3043186446,321.1243634411,0.05,0.303676
20.84,3492.9214790409,54.9440413455,-10.1541435059,57.3759527015,10.1551051638,392.742134083,0.306859548,392.7422539617,7.8132560521e-4,16.5273188699,0.139751741,0.5759587001,1.8675758032,9.7806401089,0.0021112868,-1.1180727573e-8,0.0469745932,5.6808303143e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0331181377,66.6121170688,2.6485485595,0.1786781129,7.5183795394e6,0,9.42271749,0.3945562994,0.3945741943,0.3099495336,0.0117362517,0.0728705141,0.0212497758,0.0533001204,-1.2995040705e-4,0,0,0,0,0.0028749435,0.0071375683,6.2,194.7783549651,1.2807143042,0.0015533008,0,-16.8076036235,548.0996219338,321.1134922042,0.05,0.3040829
20.89,3495.6559913605,54.4365097293,-10.1471403211,56.8880964567,10.1480931441,393.5683245221,0.3082142538,393.5684452077,7.8312753225e-4,16.5203488753,0.1390602986,0.5759587003,1.8675759578,9.7806316415,0.0021967108,0,0.0477081167,6.0689265799e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0273025524,66.6121170688,2.6476105619,0.1771647914,7.4526107937e6,0,9.2593989452,0.394513273,0.3945326394,0.309966278,0.011717571,0.072829424,0.022112693,0.0551813882,2.3175107642e-4,0,0,0,0,0.0030165104,0.007078819,6.2,194.7783549651,1.2783471323,0.001549121,0,-16.8253779534,547.8968080102,321.1027209602,0.05,0.3044896
20.94,3498.3651358254,53.929326598,-10.1402044035,56.4009315469,10.1411485918,394.3941673155,0.3095710671,394.394288811,7.8492794572e-4,16.5134130947,0.1383814124,0.5759587005,1.8675761124,9.780623252,0.0022858036,-1.7369413903e-8,0.0484601551,6.1342857641e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.021302619,66.6121170688,2.6466428307,0.1756534668,7.3869806171e6,0,9.0978325719,0.3944706686,0.3944916313,0.3099828582,0.0116990734,0.072788737,0.0230130071,0.0581762508,6.8224115378e-5,0,0,0,0,0.0031663588,0.007020169,6.2,194.7783549651,1.2759426541,0.0015466002,0,-16.8429873924,547.6958755754,321.0920496402,0.05,0.3049017
20.99,3501.0489297764,53.4224886219,-10.1333341845,55.9144631595,10.1342699849,395.219664157,0.3109299552,395.2197864654,7.8672677299e-4,16.5065108325,0.1377186677,0.5759587007,1.8675762669,9.7806149404,0.0023791244,-1.6295184108e-8,0.0492358926,6.2065186908e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0150883773,66.6121170688,2.6456405336,0.1741441568,7.3214891986e6,0,8.9380107134,0.3944284849,0.394451187,0.3099992745,0.0116807584,0.0727484521,0.0239564228,0.05989262,-4.1410656164e-4,0,0,0,0,0.0033256642,0.0069616193,6.2,194.7783549651,1.2734999087,0.0015460033,0,-16.860432053,547.4968233432,321.0814781759,0.05,0.3053313
21.04,3503.7073903886,52.9159924984,-10.1265302071,55.4286967904,10.1274578169,396.0448167047,0.3122908979,396.0449398291,7.8852397518e-4,16.4996413838,0.1370685837,0.5759587009,1.8675764213,9.7806067065,0.0024764541,0,0.0500235858,6.2056859607e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0086719217,66.6121170688,2.6446056214,0.1726368803,7.2561367677e6,0,8.7799254841,0.3943867207,0.3944113102,0.3100155273,0.0116626251,0.0727085684,0.0249407712,0.0623860013,2.4298994743e-4,0,0,0,0,0.0034933604,0.0069031707,6.2,194.7783549651,1.2710182361,0.0015466011,0,-16.8777120469,547.2996500398,321.0710064996,0.05,0.3061796
21.09,3506.3405346729,52.4098349616,-10.1197907551,54.9436382552,10.1207104234,396.869626581,0.3136538858,396.8697505244,7.9031953947e-4,16.4928040073,0.1364351358,0.5759587011,1.8675765757,9.7805985504,0.0025784354,0,0.0508285857,6.0849060632e-4,23.9147620156,3.342,13.7391303797,0.1132905588,83.0020188719,66.6121170688,2.6435325489,0.171131657,7.1909235967e6,0,8.623569472,0.3943453748,0.3943720222,0.3100316169,0.0116446728,0.072669085,0.0259726165,0.064743148,4.3767713498e-5,0,0,0,0,0.0036706612,0.0068448244,6.2,194.7783549651,1.2684966799,0.0015487142,0,-16.8948274846,547.1043544034,321.0606345443,0.05,0.3069317
21.14,3508.9483794773,51.9040127683,-10.1131160222,54.4592937019,10.1140279644,397.6940953713,0.3150189186,397.6942201367,7.9211347707e-4,16.4859979698,0.1358160043,0.5759587013,1.86757673,9.780590472,0.0026849943,-1.8303086241e-8,0.0516507574,5.8099619806e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9951335469,66.6121170688,2.6424220126,0.1696285076,7.1258500012e6,0,8.4689350514,0.3943044458,0.3943333313,0.3100475438,0.0116269009,0.0726300011,0.0270512715,0.0675132543,-4.4822369848e-4,0,0,0,0,0.003858091,0.0067865814,6.2,194.7783549651,1.2659343837,0.0015525323,0,-16.9117784758,546.9109351846,321.0503622437,0.05,0.3078306
21.19,3511.5309414887,51.3985227135,-10.1065047784,53.975669623,10.1074092396,398.5182246234,0.3163860063,398.5183502138,7.9390582479e-4,16.4792224974,0.1352135367,0.5759587015,1.8675768842,9.7805824712,0.0027966046,0,0.052496953,5.5061022654e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9879907826,66.6121170688,2.6412699538,0.1681274542,7.0609163428e6,0,8.3160149428,0.3942639326,0.3942952584,0.3100633082,0.0116093086,0.0725913158,0.028181605,0.0702800478,-2.0203053055e-4,0,0,0,0,0.004057282,0.0067284429,6.2,194.7783549651,1.2633304822,0.0015580575,0,-16.9285651288,546.7193911456,321.040189532,0.05,0.3086252
21.24,3514.0882372346,50.8933616199,-10.0999574857,53.4927728693,10.1008546658,399.3420158457,0.3177551706,399.3421422641,7.9569664843e-4,16.4724768105,0.1346245398,0.5759587018,1.8675770384,9.7805745479,0.0029131061,-1.177793162e-8,0.0533599654,5.1180175224e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.980599604,66.6121170688,2.6400778282,0.1666285195,6.99612303e6,0,8.1648016706,0.3942238341,0.3942578118,0.3100789106,0.0115918953,0.0725530281,0.029362067,0.0736385586,-4.9056841357e-4,0,0,0,0,0.0042677988,0.00667041,6.2,194.7783549651,1.2606840307,0.0015648755,0,-16.945187551,546.5297210607,321.0301163441,0.05,0.3092577
21.29,3516.620283084,50.3885263276,-10.0934729549,53.0106106645,10.0943630809,400.1654705085,0.3191264404,400.165597758,7.9748603091e-4,16.4657601574,0.1340511813,0.575958702,1.8675771925,9.7805667022,0.0030349791,0,0.0542377865,4.7272088634e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9729345824,66.6121170688,2.6388415345,0.1651317277,6.9314705204e6,0,8.0152881566,0.394184149,0.3942210152,0.3100943513,0.0115746603,0.0725151374,0.0305976105,0.076340291,3.3450291085e-4,0,0,0,0,0.0044899487,0.0066124839,6.2,194.7783549651,1.2579939403,0.0015726744,0,-16.961645849,546.3419237157,321.0201426155,0.05,0.3099226
21.34,3519.1270952486,49.8840137134,-10.0870499199,52.5291906193,10.0879332473,400.9885900445,0.3204998513,400.9887181281,7.9927407156e-4,16.4590717526,0.1334957516,0.5759587022,1.8675773466,9.780558934,0.0031627604,0,0.0551385701,4.2392222753e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9649673317,66.6121170688,2.637556494,0.1636371043,6.8669593228e6,0,7.8674674592,0.3941448762,0.3941848966,0.3101096305,0.0115576029,0.0724776427,0.0318937767,0.079394601,-9.9149337445e-6,0,0,0,0,0.0047257709,0.0065546661,6.2,194.7783549651,1.2552593578,0.001581911,0,-16.9779401279,546.1559979084,321.0102682825,0.05,0.3104443
21.39,3521.6086897852,49.3798206988,-10.0806884485,52.0485207465,10.0815652049,401.8113758449,0.3218754454,401.8115047658,8.0106088547e-4,16.452410755,0.1329563326,0.5759587024,1.8675775006,9.7805512432,0.0032964637,-2.2662994594e-8,0.0560566503,3.673911998e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9566976805,66.6121170688,2.6362226793,0.1621446757,6.8025899984e6,0,7.7213324775,0.3941060145,0.3941494726,0.3101247487,0.0115407225,0.0724405433,0.0332508047,0.0823234062,-4.9309194288e-4,0,0,0,0,0.0049750859,0.0064969578,6.2,194.7783549651,1.252479391,0.0015922237,0,-16.9940704924,545.9719424477,321.0004932816,0.05,0.3108685
21.44,3524.0650825977,48.8759442476,-10.0743873223,51.5686094773,10.0752577613,402.6338292579,0.3232532703,402.6339590193,8.0284659985e-4,16.4457762761,0.1324350255,0.5759587026,1.8675776545,9.7805436298,0.0034366291,-1.8501488996e-8,0.0569943788,3.1254106816e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9480971971,66.6121170688,2.6348355046,0.1606544698,6.7383631637e6,0,7.5768764738,0.3940675628,0.3941147756,0.3101397062,0.0115240184,0.0724038382,0.0346742977,0.0859943566,-1.4603220098e-6,0,0,0,0,0.0052390952,0.0064393604,6.2,194.7783549651,1.2496530744,0.0016034559,0,-17.0100370456,545.7897561542,320.9908175504,0.05,0.3113388
21.49,3526.4962894392,48.3723813599,-10.0681459902,51.0894656783,10.0690103621,403.4559515865,0.3246333786,403.4560821916,8.0463135393e-4,16.4391674019,0.1319317761,0.5759587028,1.8675778084,9.7805360937,0.0035835469,-2.5214348065e-8,0.0579501357,2.5410771959e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9391509852,66.6121170688,2.6333925672,0.1591665159,6.6742794923e6,0,7.434092685,0.39402952,0.3940808337,0.3101545033,0.0115074899,0.0723675268,0.0361673314,0.0895984913,-3.7008079809e-4,0,0,0,0,0.0055183504,0.0063818755,6.2,194.7783549651,1.2467793824,0.0016156057,0,-17.0258398899,545.6094378594,320.9812410267,0.05,0.3117055
21.54,3528.9023259136,47.8691290744,-10.061963175,50.6110986697,10.0628217566,404.2777440875,0.3260158269,404.2778755396,8.0641529505e-4,16.4325831873,0.1314487379,0.575958703,1.8675779622,9.7805286348,0.0037378193,-5.6217602247e-9,0.0589379723,2.0090198061e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9298274842,66.6121170688,2.6318887767,0.1576808446,6.6103397171e6,0,7.2929746169,0.3939918849,0.3940476871,0.3101691403,0.0114911365,0.0723316081,0.0377361759,0.093739478,-2.8880398452e-4,0,0,0,0,0.0058165027,0.0063245045,6.2,194.7783549651,1.2438571775,0.0016284522,0,-17.0414791269,545.4309864061,320.9717636491,0.05,0.3120961
21.59,3531.2832074774,47.3661844465,-10.0558394605,50.1335182444,10.0566924799,405.0992079707,0.3274006749,405.0993402731,8.081985775e-4,16.4260227244,0.1309823604,0.5759587032,1.8675781159,9.7805212532,0.0038992886,-7.0542045877e-9,0.059941881,1.4689245446e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.9201360074,66.6121170688,2.6303256352,0.1561974881,6.5465446329e6,0,7.1535154586,0.3939546565,0.394015356,0.3101836176,0.0114749575,0.0722960815,0.0393793761,0.0977184618,9.2654646806e-5,0,0,0,0,0.0061315101,0.0062672492,6.2,194.7783549651,1.2408852892,0.0016416954,0,-17.056954857,545.2544006478,320.9623853566,0.05,0.3124442
21.64,3533.6389494406,46.8635445708,-10.0497727953,49.6567346877,10.0506205359,405.9203444007,0.3287879824,405.9204775568,8.0998135483e-4,16.4194850744,0.1305370461,0.5759587034,1.8675782696,9.7805139488,0.0040689142,-1.5243363203e-8,0.0609638756,8.7804011787e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.9100260583,66.6121170688,2.6286949983,0.15471648,6.4828950992e6,0,7.015709115,0.3939178337,0.3939838976,0.3101979354,0.0114589522,0.0722609461,0.0411068779,0.101500046,2.8650775521e-4,0,0,0,0,0.0064647525,0.0062101112,6.2,194.7783549651,1.2378626807,0.0016552486,0,-17.0722671797,545.0796794491,320.9531060891,0.05,0.3128545
21.69,3535.9695669693,46.3612065964,-10.0437632612,49.180758797,10.0446059779,406.7411544926,0.3301778096,406.7412885058,8.1176378012e-4,16.4129692248,0.1301107444,0.5759587037,1.8675784232,9.7805067215,0.0042467731,-1.9861983375e-8,0.062016998,3.439262868e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.8994945554,66.6121170688,2.6269963688,0.1532378555,6.4193920422e6,0,6.8795490996,0.3938814155,0.3939533454,0.3102120941,0.0114431202,0.0722262012,0.0429196579,0.1058510347,-8.6624023783e-6,0,0,0,0,0.0068201529,0.0061530923,6.2,194.7783549651,1.2347882549,0.0016691958,0,-17.0874161936,544.906821685,320.9439257867,0.05,0.3133866
21.74,3538.2750750878,45.8591676975,-10.0378094825,48.7056019048,10.0386474576,407.5616393116,0.3315702168,407.5617741854,8.1354600554e-4,16.4064741795,0.1297057147,0.5759587039,1.8675785768,9.7804995713,0.0044335818,-5.1032075277e-9,0.0630870803,-1.9369265457e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.8885043121,66.6121170688,2.6252237489,0.1517616516,6.3560364584e6,0,6.7450293931,0.3938454007,0.3939237576,0.310226094,0.0114274608,0.072191846,0.0448252377,0.1107397598,-5.5031826117e-5,0,0,0,0,0.0071959164,0.0060961943,6.2,194.7783549651,1.2316607601,0.0016833665,0,-17.1024019963,544.7358262413,320.9348443903,0.05,0.3138545
21.79,3540.5554886802,45.3574250935,-10.0319109544,48.2312759012,10.0327444629,408.381799872,0.3329652647,408.38193561,8.1532818311e-4,16.3999989007,0.1293215394,0.5759587041,1.8675787303,9.7804924982,0.0046297025,-2.0595015538e-8,0.0641781596,-7.1124224198e-5,23.9147620156,3.342,13.7391303797,0.1132905588,82.87703725,66.6121170688,2.6233742228,0.1502879069,6.2928294168e6,0,6.6121438726,0.3938097884,0.3938951851,0.3102399354,0.0114119733,0.0721578797,0.0468275523,0.1149554453,2.8154834977e-4,0,0,0,0,0.0075941662,0.0060394192,6.2,194.7783549651,1.2284790827,0.0016976908,0,-17.1172246846,544.5666920141,320.9258618412,0.05,0.314217
21.84,3542.810822493,44.8559760613,-10.0260664117,47.7577932574,10.02689575,409.2016371345,0.3343630118,409.2017737403,8.1711045863e-4,16.3935422776,0.1289600304,0.5759587043,1.8675788837,9.780485502,0.0048358501,-1.5320279596e-8,0.0652987372,-1.1584114117e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.8650566165,66.6121170688,2.6214418625,0.1488166618,6.2297720623e6,0,6.480886732,0.3937745775,0.3938676966,0.3102536186,0.0113966572,0.0721243017,0.0489341715,0.1204838343,-1.8137201137e-4,0,0,0,0,0.008018334,0.005982769,6.2,194.7783549651,1.2252421164,0.0017116517,0,-17.1318843543,544.3994179096,320.9169780813,0.05,0.3145771
21.89,3545.0410911374,44.3548179186,-10.0202751928,47.2851670515,10.021100655,410.0211520034,0.3357635138,410.0212894806,8.1889296946e-4,16.3871031757,0.1286211358,0.5759587045,1.8675790371,9.7804785828,0.0050524966,-1.1749748121e-8,0.0664445768,-1.53135922e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.8525388322,66.6121170688,2.6194228651,0.1473479587,6.1668656193e6,0,6.3512521225,0.393739767,0.3938413575,0.3102671439,0.011381512,0.0720911111,0.0511502164,0.1251934924,-4.9992214769e-5,0,0,0,0,0.0084690034,0.0059262459,6.2,194.7783549651,1.2219485404,0.0017249723,0,-17.1463811004,544.2340028441,320.9081930532,0.05,0.314926
21.94,3547.2463090918,43.8539480203,-10.014536496,46.8134109956,10.0153583788,410.8403453262,0.3371668209,410.8404836786,8.2067583921e-4,16.380680452,0.1283052099,0.5759587047,1.8675791904,9.7804717405,0.0052801965,-5.8449018967e-9,0.0676206868,-1.9100467253e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.8394560982,66.6121170688,2.6173127467,0.145881842,6.1041113947e6,0,6.2232343489,0.393705356,0.3938162423,0.3102805116,0.011366537,0.0720583073,0.0534816916,0.1307751734,7.0144423115e-5,0,0,0,0,0.0089491474,0.0058698519,6.2,194.7783549651,1.2185969671,0.0017378189,0,-17.160715017,544.0704457438,320.8995066997,0.05,0.3152843
21.99,3549.4264907028,43.3533637537,-10.008849747,46.3425394644,10.0096683414,411.6592178932,0.3385729795,411.6593571245,8.2245918082e-4,16.3742729687,0.1280119036,0.5759587049,1.8675793436,9.7804649751,0.0055194213,-1.3688024322e-8,0.0688158657,-2.2565882764e-4,23.9147620156,3.342,13.7391303797,0.1132905588,82.8257852544,66.6121170688,2.6151077719,0.144418358,6.0415107816e6,0,6.0968277624,0.3936713433,0.3937924286,0.310293722,0.0113517317,0.0720258896,0.0559337881,0.137062595,-2.9410793075e-4,0,0,0,0,0.0094575921,0.0058135894,6.2,194.7783549651,1.2151860887,0.001750334,0,-17.1748861974,543.9087455446,320.8909189644,0.05,0.31567
