# Spaceport America 0 MPH Case (Up to date)
# 1050 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (rad),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (rad),Longitude (rad),Gravitational acceleration (m/s²),Angle of attack (rad),Roll rate (rad/s),Pitch rate (rad/s),Yaw rate (rad/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (rad),Lateral orientation (azimuth) (rad),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.295,4.3748005604,30.8264515806,110.9737026758,30.9024403044,111.294172878,0.305992433,1.858942154e-8,0.305992433,6.0751245899e-8,2.1658023256,8.4398004135,0.5759586532,1.8675023569,9.7913446857,3.2948898384e-4,0,3.8108794093e-6,-4.7631882643e-7,28.2196922387,7.6469302231,16.6504108944,0.118458629,83.0778859414,71.8093602996,1.8175041358,0.0922865166,5.4356225129e6,3420.1814581749,3.9019100602,0.3927018005,0.392702236,0.3106774204,0.0109400709,0.0710843091,0.0032931987,0.0057737857,1.4130718394e-4,0,0,0,0,0,0.0037837212,6.2,194.7783549651,1.5009831567,0,0,5.8679497709,855.6726473495,334.8548775612,0.015,0.0510082
0.3175,5.0966030356,33.3346038014,111.5548219638,33.4177903081,111.8765270371,0.356867311,1.1961643574e-7,0.356867311,3.3518462482e-7,2.3564588859,8.4781482958,0.5759586532,1.8675023664,9.7913433031,7.6050163827e-4,0,2.6553774777e-5,-5.7310693917e-7,28.1833045853,7.6105425697,16.6293005082,0.1184149456,83.0575951224,71.7720837999,1.8202437617,0.0997996875,5.8777433831e6,3432.8531074144,4.5640763498,0.3928200492,0.3928223679,0.310632546,0.010993074,0.0711944292,0.0076102645,0.0136439895,-3.6241397491e-4,0,0,0,0,0,0.0040917761,6.2,194.7783549651,1.5009831567,0,0,5.8632579945,855.5958672688,334.8520343447,0.0225,0.0517559
0.35125,6.2855752531,37.1248794655,112.4255633722,37.2189334608,112.7490996286,0.4412532926,4.5037474116e-7,0.4412532926,1.0206716839e-6,2.6443019183,8.5353481195,0.5759586532,1.8675023822,9.7913410849,0.0012916669,0,1.0588032953e-4,3.7733406504e-7,28.1287231051,7.5559610896,16.5975398764,0.1183494205,83.034030741,71.7159882204,1.8254907291,0.1111542215,6.5457383898e6,3451.8605812738,5.6637296238,0.3930150638,0.3930217478,0.3105580665,0.0110797984,0.0713771989,0.0129456583,0.0237491986,-1.644519215e-4,0,0,0,0,3.4709471038e-8,0.0045573187,6.2,194.7783549651,1.5009810624,-1.842299678e-8,0,5.855529472,855.4693913829,334.8473508601,0.03375,0.0525446
0.40125,8.2836167514,42.8007207374,113.6995488741,42.9110210173,114.0257461327,0.5842236387,1.3837366016e-6,0.5842236387,2.3685049869e-6,3.0747404929,8.6187798978,0.5759586532,1.867502409,9.7913374312,0.0018889272,0,3.3832256647e-4,-1.3968990886e-6,28.0447806416,7.4720186261,16.5484702758,0.1182486476,83.0106808695,71.6292910532,1.8357080349,0.1281580184,7.5456474288e6,3479.2538334426,7.5336578468,0.393344116,0.3933584031,0.3104315373,0.0112248823,0.0716876963,0.0189676859,0.0352518892,-1.8903062755e-4,0,0,0,0,2.6659999209e-7,0.0052544452,6.2,194.7783549651,1.5009704902,-1.209907471e-7,0,5.8425416322,855.2568477107,334.8394802291,0.05,0.0545202
0.45125,10.567165627,48.5438028987,115.0150722063,48.6705060002,115.3440850419,0.7488289017,2.9105582162e-6,0.7488289017,3.8868134092e-6,3.5096088736,8.7058095276,0.5759586532,1.8675024398,9.7913312911,0.0023193304,0,7.4829951902e-4,5.493729883e-6,27.9582659576,7.385503942,16.4976106931,0.1181447867,82.997858264,71.539392478,1.8481396429,0.1453586929,8.5565371737e6,3507.571264486,9.6983619696,0.3937225655,0.393744105,0.3102852492,0.0113906348,0.0720466815,0.0233262303,0.0426092554,-4.7164712129e-4,0,0,0,0,1.0138693933e-6,0.0059595897,6.2,194.7783549651,1.5009439479,-6.2640102975e-7,0,5.8276990029,855.0139507392,334.8304855957,0.05,0.0555832
0.50125,13.1394862114,54.351538277,116.3050478737,54.4947953567,116.6369825762,0.9352852404,5.1045473126e-6,0.9352852404,5.4577438969e-6,3.9487982851,8.7932669456,0.5759586532,1.8675024747,9.7913242737,0.0026205164,0,0.0013567706,-2.7991378704e-6,27.8717512735,7.298989258,16.4464577502,0.1180409258,82.9935266145,71.4489358074,1.8620307753,0.1627583604,9.5784393665e6,3535.2566850467,12.1687022461,0.3941525109,0.3941800192,0.3101185489,0.0115782046,0.0724557574,0.0263906385,0.0489374641,1.6008290757e-6,0,0,0,0,2.6586771115e-6,0.006672831,6.2,194.7783549651,1.5008921076,-1.702164253e-6,0,5.8109789271,854.7403296929,334.8203532298,0.05,0.0563346
0.55125,16.0038071494,60.2237616275,117.5914402679,60.3837319589,117.9265863869,1.1438118933,8.0096770202e-6,1.1438118933,7.0026173598e-6,4.3924504224,8.8844219044,0.5759586532,1.8675025137,9.7913163688,0.0028135773,0,0.0022114358,4.2039673585e-6,27.7852365895,7.2124745739,16.3950087069,0.1179370649,82.9965666905,71.3579158283,1.877201752,0.1803527869,1.0611009087e7,3562.9421056075,14.9549579595,0.3946359373,0.3946676732,0.3099308379,0.0117887068,0.0729163926,0.028367737,0.0532874978,2.5186699711e-4,0,0,0,0,5.75269863e-6,0.0073939876,6.2,194.7783549651,1.5008039496,-3.9745977689e-6,0,5.7923608497,854.4356481907,334.8090706749,0.05,0.0570936
0.60125,19.1633481311,66.160279574,118.8736587497,66.3371389441,119.2124776277,1.3746375797,1.1643545304e-5,1.3746375797,8.4702655276e-6,4.8408067491,8.9815409371,0.5759586532,1.8675025569,9.7913075667,0.0029077045,0,0.0032989755,4.9527225777e-6,27.6987219055,7.1259598899,16.3432607887,0.1178332039,83.0065186316,71.2663272623,1.8935792531,0.1981416528,1.1654128619e7,3590.6275261682,18.0682063397,0.3951749731,0.395208907,0.3097214809,0.0120233459,0.0734301463,0.0293461984,0.0552488837,2.3837058469e-4,0,0,0,0,1.0607366346e-5,0.0081230389,6.2,194.7783549651,1.5006672473,-7.8551064861e-6,0,5.7718238428,854.0995637508,334.7966252487,0.05,0.0578051
0.65125,22.621318431,72.1608686435,120.1510911092,72.3548185196,120.4942186258,1.6280059287,1.5990894818e-5,1.6280059287,9.8223811939e-6,5.2942232305,9.0869151807,0.5759586532,1.8675026043,9.7912978574,0.0029082146,0,0.0046568525,9.5848631728e-6,27.6122072214,7.0394452058,16.2912111862,0.117729343,83.0231417563,71.174164765,1.9111253212,0.2161245825,1.2707673726e7,3618.312946729,21.5198803682,0.3957718246,0.3958058216,0.3094898376,0.0122833974,0.0739985896,0.0293767499,0.0560420654,1.879525524e-4,0,0,0,0,1.7766951044e-5,0.008859962,6.2,194.7783549651,1.5004693966,-1.1454333083e-5,0,5.7493470461,853.7317349995,334.78300431,0.05,0.0585834
0.70125,26.3809153538,78.2252730974,121.4230653029,78.4365508125,121.7713545981,1.9041815517,2.1015385786e-5,1.9041815518,1.1036440179e-5,5.753186265,9.2033696602,0.5759586532,1.867502656,9.7912872309,0.0028152609,0,0.0062284033,-2.6140284798e-6,27.5256925374,6.9529305218,16.2388570549,0.1176254821,83.0464819483,71.0814229247,1.9298482296,0.2343011411,1.3771513421e7,3645.9983672897,25.3217926966,0.3964287908,0.3964607088,0.3092352633,0.0125702227,0.0746233048,0.0284585924,0.0545014299,-8.4386959379e-7,0,0,0,0,2.7044524335e-5,0.009604732,6.2,194.7783549651,1.5001979299,-1.247869888e-5,0,5.7249096774,853.3318218361,334.7681952645,0.05,0.0592774
0.75125,30.4453225772,84.3532033857,122.6888909993,84.5820926228,123.0434084468,2.2034567567,2.6762514386e-5,2.2034567569,1.2145695305e-5,6.2183173779,9.3336159966,0.5759586532,1.867502712,9.7912756776,0.0026294524,0,0.0080316096,6.7785405425e-6,27.4391778533,6.8664158378,16.1861955141,0.1175216212,83.0765687145,70.9880962613,1.9497536215,0.2526708307,1.4845509722e7,3673.6837878505,29.4861736997,0.3971482781,0.3971761843,0.3089571092,0.0128852851,0.0753058839,0.0265963232,0.0521459962,-3.533877035e-4,0,0,0,0,3.8673297637e-5,0.0103573212,6.2,194.7783549651,1.4998418715,-1.2946826322e-5,0,5.6984910426,852.8994856097,334.7521855718,0.05,0.059924
0.80125,34.8177084188,90.5443344623,123.9478534782,90.7911760564,124.3098794746,2.5261584312,3.3265069068e-5,2.5261584314,1.3168243391e-5,6.6903771562,9.4802823343,0.5759586532,1.8675027724,9.7912631877,0.0023522291,0,0.0099380666,3.3428068088e-5,27.3526631693,6.7799011537,16.133223647,0.1174177603,83.1133947919,70.8941792257,1.9708412204,0.2712330867,1.59295174e7,3701.3692084112,34.0257114121,0.397932817,0.3979552072,0.3086547229,0.0132301663,0.0760479278,0.0238037097,0.0472573453,-2.3848813886e-4,0,0,0,0,5.1390093002e-5,0.0111176999,6.2,194.7783549651,1.4993924439,-1.9003211024e-5,0,5.6700705479,852.4343893027,334.734962752,0.05,0.0605967
0.85125,39.5012240472,96.7983054866,125.1992424797,97.0635069394,125.5702392318,2.8726546236,4.0403049801e-5,2.8726546239,1.4064708464e-5,7.17024646,9.6454477995,0.5759586532,1.8675028373,9.7912497513,0.001988448,0,0.0119095395,3.1900231754e-5,27.2661484852,6.6933864697,16.0799384996,0.1173138994,83.1567759463,70.7996661981,1.9930822174,0.2899872724,1.702338367e7,3729.054628972,38.9535997922,0.3987850785,0.3988011262,0.308327449,0.0136065847,0.0768510448,0.0201299187,0.0404944839,-1.8605498664e-4,0,0,0,0,6.4571498366e-5,0.011885836,6.2,194.7783549651,1.4988453126,-2.8117716324e-5,0,5.6396277105,851.9361977216,334.7165143926,0.05,0.0612599
0.90125,44.499001699,103.1147202283,126.4423650359,103.3987630728,126.8239288691,3.2433598356,4.7974057349e-5,3.2433598359,1.4791469272e-5,7.6588953004,9.8304251141,0.5759586532,1.8675029066,9.7912353589,0.0015470452,0,0.0137426378,2.8868031416e-5,27.1796338012,6.6068717856,16.0263370803,0.1172100385,83.2063130583,70.7045514873,2.0164131566,0.3089326743,1.8126947873e7,3756.7400495327,44.2835859954,0.3997078946,0.3997176406,0.3079746297,0.0140164158,0.0777168492,0.0156660167,0.0316187671,-4.2710995086e-4,0,0,0,0,7.5765658772e-5,0.0126616936,6.2,194.7783549651,1.4982027412,-2.9683182905e-5,0,5.6071421711,851.4045776865,334.6968281557,0.05,0.0619596
0.95125,49.8143768997,109.5022877882,127.87152912,109.8057545109,128.2657945085,3.638754276,5.595394572e-5,3.6387542764,1.5377225686e-5,8.1579833822,10.049183122,0.5759586532,1.8675029806,9.7912200008,0.0010446967,1.3807964143e-8,0.0153137665,4.7136752891e-5,27.0888966076,6.516134592,15.9697764327,0.1171011085,83.2612307019,70.6041417829,2.0414659547,0.328095774,1.9241640453e7,3789.1463342438,50.0385191673,0.4007057481,0.4007102085,0.3075950488,0.0144623738,0.0786483254,0.0105817785,0.0213202896,-2.3036793085e-4,0,0,0,0,8.3421308332e-5,0.0134463512,6.2,194.7783549651,1.4974753747,-2.6071387509e-5,0,5.5725922245,850.839173999,334.6758908881,0.05,0.0626658
1.00125,55.4513042948,115.9767447074,129.6041779801,116.3003365292,130.0135330189,4.0594142087,6.4543038524e-5,4.0594142092,1.5899594178e-5,8.6696576554,10.309016353,0.5759586532,1.8675030594,9.7912036667,5.0401942925e-4,9.2355481365e-9,0.0163016691,8.279121816e-5,26.9973848708,6.4246228552,15.9123736389,0.1169912486,83.32047125,70.5021913565,2.067464499,0.3475245188,2.0370141933e7,3829.8961566667,56.2511965237,0.4017849519,0.4017859941,0.3071868919,0.0149481338,0.0796499261,0.0051067063,0.010081878,1.4039313652e-4,0,0,0,0,8.4268468932e-5,0.014241766,6.2,194.7783549651,1.4966830797,-1.7925882577e-5,0,5.5359522015,850.2395665846,334.6536870341,0.05,0.0633571
1.05125,61.4141289308,122.5380771724,131.3356577672,122.882561479,131.7613450669,4.5059909967,7.403361332e-5,4.5059909973,1.6430040222e-5,9.1947571219,10.5828659964,0.5759586532,1.867503143,9.7911863446,4.0692091973e-5,2.0576972318e-8,-0.0166142798,6.6620540043e-4,26.905873134,6.3331111184,15.8546063083,0.1168813888,83.3778390338,70.3995474264,2.0932728399,0.3672190621,2.1512321559e7,3870.8048233333,62.9423404754,0.402949887,0.4029498938,0.3067491926,0.0154766717,0.0807240228,4.1253710714e-4,7.19063625e-4,2.7395521051e-4,0,0,0,0,-7.8405300603e-5,0.0150479357,6.2,194.7783549651,1.4958564295,-9.5097276448e-6,0,5.4971938581,849.6052932351,334.630199478,0.05,0.0640363
1.10125,67.7064402404,129.1561507808,132.4671968415,129.5222547995,132.9082349407,4.9791142714,8.4789546224e-5,4.9791142721,1.7029042033e-5,9.7315571135,10.8185339121,0.5759586532,1.8675032315,9.791168021,5.5248980559e-4,1.1615686512e-8,-0.0160595928,4.4431558916e-5,26.8132524543,6.2404904387,15.7957639451,0.1167701976,83.3843568612,70.2949462332,2.1111952626,0.3870895928,2.2662778053e7,3895.5875676282,70.100099512,0.4041994721,0.4042007319,0.3062831364,0.0160486297,0.081867706,0.0056181511,0.0123672485,-5.9943033256e-5,0,0,0,0,-6.5939131611e-5,0.0158611701,6.2,194.7783549651,1.4950349061,-3.8007895243e-6,0,5.4562938466,848.9359718718,334.605414071,0.05,0.0647025
1.15125,74.3297435601,135.7776471108,132.5287093511,136.1659533421,132.9818093461,5.4792714706,9.7111101089e-5,5.4792714715,1.7723360049e-5,10.2760592941,10.9682639789,0.5759586532,1.8675033251,9.791148685,9.8692985995e-4,-2.4053580229e-8,-0.0145690277,8.5648753847e-5,26.720428359,6.1476663434,15.7364099198,0.1166587623,83.3971484564,70.1893877663,2.1302839823,0.4069766773,2.3812049809e7,3891.8697583893,77.6784113829,0.4055268457,0.4055308749,0.3057921069,0.0166620661,0.0830726727,0.0100655398,0.021927289,-1.7565430686e-4,0,0,0,0,-4.9100620402e-5,0.0166749258,6.2,194.7783549651,1.4942656406,8.4625804646e-6,0,5.4132423925,848.2314425357,334.5793248898,0.05,0.065384
1.20125,81.2841668391,142.4008341442,132.5556814929,142.811882668,133.0194502475,6.0068328559,1.1138656604e-4,6.0068328569,1.8543310377e-5,10.8275697281,11.0979929757,0.5759586532,1.8675034238,9.7911283319,0.0013016297,8.1192205202e-9,-0.0119906101,1.3204782188e-5,26.6276042637,6.0548422482,15.676669043,0.1165473269,83.41850308,70.0830933437,2.1508725381,0.4268751691,2.4959721719e7,3887.6093557047,85.6823313107,0.4069341865,0.4069412143,0.3052761792,0.0173192688,0.0843387385,0.0133120017,0.0290520096,-1.5433424761e-4,0,0,0,0,-3.0235473495e-5,0.0174889806,6.2,194.7783549651,1.4935997763,2.3842329029e-5,0,5.3680386611,847.4916915666,334.5519314286,0.05,0.0660573
1.25125,88.5696145995,149.0184649162,132.4345983979,149.4526875256,132.9061745715,6.5621075685,1.2841779563e-4,6.5621075697,1.9569596242e-5,11.3843279407,11.1860800282,0.5759586532,1.8675035278,9.7911069614,0.0014586697,-2.2183672743e-8,-0.0085178907,6.8192152849e-5,26.5359153585,5.963153343,15.6172750124,0.1164372543,83.4504127732,69.9773687848,2.173071611,0.4467633666,2.6104412286e7,3879.9271388871,94.1096522669,0.4084226337,0.4084314887,0.3047359141,0.0180221921,0.0856645274,0.014955597,0.0329630865,4.81464569e-4,0,0,0,0,-1.3932194532e-5,0.0183024303,6.2,194.7783549651,1.4930862234,3.639392379e-5,0,5.3206832767,846.716729183,334.5232340657,0.05,0.0667566
1.30125,96.1855201742,155.6190308527,132.0866903686,156.07668884,132.5619427554,7.1452923377,1.4858359356e-4,7.1452923393,2.0794613644e-5,11.9436190389,11.2149406854,0.5759586532,1.8675036369,9.7910845737,0.0014341086,7.3876444902e-9,-0.004559605,-5.3477327626e-5,26.4444036218,5.8716416062,15.5576114906,0.1163273945,83.4940952761,69.8711174952,2.1972544808,0.466606509,2.7243982085e7,3866.6035991736,102.9508123684,0.4099922555,0.4100008482,0.3041723584,0.0187724266,0.0870474706,0.0147360614,0.0327009166,-2.2290222675e-4,0,0,0,0,-3.6605071506e-6,0.019113836,6.2,194.7783549651,1.4927602844,3.1742163685e-5,0,5.2711799114,845.9066154753,334.4932350263,0.05,0.0674637
1.35125,104.1310078262,162.2016409632,131.7210925691,162.6828195369,132.1959090777,7.7564564984,1.7212436135e-4,7.7564565003,2.2191107673e-5,12.5030972688,11.1942909244,0.5759586532,1.8675037513,9.7910611707,0.0012277205,6.7329217964e-9,-4.7353086921e-4,-6.894550998e-5,26.352891885,5.7801298694,15.4975600817,0.1162175346,83.5495646172,69.7641282799,2.2234574738,0.4864016939,2.8378969038e7,3853.1967121212,112.2125319284,0.4116456371,0.4116519628,0.3035857667,0.0195729273,0.0884869431,0.0126390595,0.028576202,-3.5185755818e-5,0,0,0,0,-3.6339262978e-8,0.0199230603,6.2,194.7783549651,1.49263754,2.985251395e-5,0,5.2195342593,845.0856077835,334.4619377611,0.05,0.068113
1.40125,112.4051614915,168.7655622232,131.3407107694,169.2701519119,131.8108485201,8.3955460451,1.988066642e-4,8.3955460475,2.3680015939e-5,13.0602195914,11.1228360673,0.5759586532,1.8675038709,9.791036755,8.5929820623e-4,0,0.0029559247,3.0752979008e-5,26.2613801482,5.6886181326,15.4371167306,0.1161076747,83.6160152579,69.6563934244,2.2515519086,0.5061463294,2.9509020206e7,3839.7898250689,121.8991456187,0.4133857657,0.4133888803,0.3029763976,0.0204270578,0.0899823103,0.0088605376,0.0196764229,-1.3179724901e-4,0,0,0,0,1.3079431651e-6,0.0207299817,6.2,194.7783549651,1.492706176,2.2714207819e-5,0,5.1657522778,844.2481329157,334.4293458803,0.05,0.0693256
1.45125,121.0070278855,175.3100323229,130.9444569081,175.8377421809,131.4065160917,9.0623828214,2.2821577738e-4,9.0623828243,2.5182756217e-5,13.6126464076,11.0100715899,0.5759586532,1.8675039957,9.7910113294,3.8727898881e-4,8.4629886164e-9,0.0052419192,-4.8929110242e-5,26.1698684114,5.5971063958,15.3762773257,0.1159978149,83.6936176518,69.5479051067,2.2815665395,0.5258378076,3.0633347197e7,3826.3829380165,132.0137843025,0.4152160801,0.4152167162,0.3023445228,0.0213386514,0.0915329059,0.0039993256,0.008635926,-4.8211870018e-4,0,0,0,0,3.8117057235e-6,0.021534473,6.2,194.7783549651,1.4929211811,1.4466026927e-5,0,5.1098401638,843.3774883446,334.3954631393,0.05,0.0706591
1.50125,129.9356139388,181.8342157142,130.5305497191,182.3846231237,130.9826136359,9.7566864346,2.5997162802e-4,9.756686438,2.6645483557e-5,14.1586986535,10.8729326735,0.5759586532,1.8675041256,9.7909848968,1.1243055585e-4,-1.5936403951e-8,-0.0057359043,-8.2786408896e-6,26.0783566746,5.505594659,15.3150376976,0.115887955,83.7668687771,69.4386553948,2.3110021584,0.5454734395,3.175169919e7,3812.9760509642,142.5621173174,0.4171405526,0.4171406065,0.3016904286,0.0223120973,0.0931380267,0.0011634421,0.0022487538,-3.4578976258e-4,0,0,0,0,-4.2421914885e-6,0.0223364109,6.2,194.7783549651,1.49320586,9.6582832393e-6,0,5.0518043735,842.4737746013,334.3602934504,0.05,0.0713787
1.55125,139.1898822084,188.3371678599,130.096489655,188.9098043067,130.5388669944,10.4781184509,2.9399781242e-4,10.4781184551,2.8058263869e-5,14.6978013903,10.7377453703,0.5759586532,1.8675042607,9.7909574605,5.4295770051e-4,-5.6490239845e-9,-0.004276687,-3.9535748198e-5,25.9868449378,5.4140829223,15.2533936182,0.1157780951,83.8078186869,69.3286362451,2.3353520067,0.5650504654,3.286382259e7,3799.5691639118,153.5500912218,0.4191637899,0.4191650517,0.3010144167,0.0233524404,0.0947969329,0.0056400899,0.0129625515,4.2810658072e-5,0,0,0,0,-2.1982083583e-6,0.0231356705,6.2,194.7783549651,1.4934658028,1.7177725674e-5,0,4.9916516516,841.5370967134,334.3238409009,0.05,0.0720966
1.60125,148.7685767185,194.8109343136,129.4886222244,195.4053735772,129.9234726391,11.2263326022,3.3060412011e-4,11.2263326071,2.9448986747e-5,15.2302296344,10.6209913395,0.5759586532,1.8675044007,9.7909290234,8.1898537369e-4,0,-0.0010208223,-6.9508449845e-5,25.8988144826,5.3260524671,15.1937089383,0.1156724145,83.8627115936,69.222068747,2.3613940075,0.58454572,3.3968280004e7,3782.713138544,164.9715471192,0.4212888825,0.421291766,0.3003175432,0.0244643068,0.0965070325,0.0085378368,0.0198786185,-2.2133075283e-4,0,0,0,0,-1.1705493315e-7,0.0239312981,6.2,194.7783549651,1.4936023526,4.9947070947e-5,0,4.9293901714,840.5675819532,334.2861104439,0.05,0.0732485
1.65125,158.66950718,201.2263120102,128.3071404372,201.8422183899,128.7375039883,12.0009909997,3.7176616949e-4,12.0009910054,3.0977955852e-5,15.7560299359,10.5177300773,0.5759586532,1.8675045457,9.7908995896,8.7847729391e-4,-8.9640397303e-9,0.0034917677,-1.1007244738e-4,25.8130569303,5.2402949148,15.135197889,0.1155694626,83.9341873526,69.1175538216,2.3897796018,0.6038713676,3.5059887991e7,3751.9300481575,176.7778777622,0.4235116982,0.423515033,0.2996034043,0.0256487932,0.0982595007,0.0091871379,0.021518426,4.6107429588e-6,0,0,0,0,1.2835996199e-6,0.0247196945,6.2,194.7783549651,1.4935393502,9.9974380846e-5,0,4.8650341855,839.5654522577,334.2471107164,0.05,0.0743062
1.70125,168.8896436085,207.578969971,127.0405185317,208.2162556151,127.4721150323,12.8018343983,4.1992664464e-4,12.8018344052,3.2802068159e-5,16.2782163684,10.4807806009,0.5759586532,1.8675046956,9.7908691657,7.0334980735e-4,2.0515755139e-8,0.0079758302,-3.2058377222e-5,25.727299378,5.1545373625,15.0763205884,0.1154665106,84.0227965973,69.0123421309,2.421041043,0.6230162437,3.6137933444e7,3719.6766980737,188.9634215509,0.4258364826,0.4258386328,0.2988730442,0.0269116632,0.1000517752,0.0073757924,0.0177315545,-2.8008067896e-4,0,0,0,0,6.2934014682e-6,0.0255004146,6.2,194.7783549651,1.4932437162,1.3302854293e-4,0,4.7986033308,838.5310134044,334.2068536185,0.05,0.0783934
1.75125,179.4258142448,213.867479567,125.7456449121,214.5263316193,126.1838233905,13.6287699756,4.7733600929e-4,13.6287699839,3.5024144508e-5,16.8002423108,10.5066679347,0.5759586532,1.8675048503,9.7908377611,3.4712965844e-4,-1.1021411933e-8,0.0113906026,2.009653481e-5,25.6415418257,5.0687798101,15.0170733617,0.1153635586,84.1253030311,68.9064266839,2.4546574753,0.6419767189,3.720214561e7,3687.4233479899,201.5284820562,0.4282692788,0.428269806,0.2981272533,0.0282601094,0.1018819161,0.0036490618,0.009444449,-3.951098051e-4,0,0,0,0,1.2091915161e-5,0.0262733169,6.2,194.7783549651,1.4927460309,1.2148937257e-4,0,4.7301182559,837.4645869277,334.1653516631,0.05,0.0798186
1.80125,190.2747767164,220.0904581359,124.4242284259,220.7712748954,124.8722328241,14.4818611179,5.4259212558e-4,14.4818611281,3.7467016215e-5,17.3247238498,10.5681555205,0.5759586532,1.86750501,9.7908053856,8.7633556712e-5,0,-0.0122383408,2.3230918302e-4,25.5557842734,4.9830222578,14.9574524848,0.1152606066,84.2263114037,68.799800396,2.4881469367,0.660749405,3.8252271589e7,3655.1699979062,214.474935219,0.4308173759,0.4308174097,0.2973668233,0.0297025716,0.1037479809,9.2374771479e-4,0.0022950715,3.7092625364e-5,0,0,0,0,-1.3180226074e-5,0.0270382809,6.2,194.7783549651,1.4921417035,3.7447099144e-5,0,4.6596000339,836.3665009691,334.1226176205,0.05,0.0810953
1.85125,201.4332225005,226.2466533863,123.0793814861,226.949894178,123.5367683646,15.3612571551,6.108076323e-4,15.3612571672,3.976286744e-5,17.8523471535,10.6206869354,0.5759586533,1.8675051746,9.7907720491,4.6454443404e-4,2.1857891784e-8,-0.0102085859,3.7184729321e-6,25.4700267211,4.8972647055,14.8974541836,0.1151576547,84.2961511758,68.6924560869,2.5167250143,0.679330846,3.9288058444e7,3622.9166478224,227.8055312716,0.4334895439,0.4334904992,0.2965925577,0.0312489886,0.1056479975,0.0049178695,0.012345788,-2.7487439009e-4,0,0,0,0,-8.6782889452e-6,0.0277951622,6.2,194.7783549651,1.4915718895,-6.0867151211e-5,0,4.5870701675,835.2370903643,334.0786645215,0.05,0.0821805
1.90125,212.8977847978,232.3349892114,121.7146858678,233.0609815719,122.1766939263,16.2670810113,6.7558606125e-4,16.2670810253,4.1530872096e-5,18.3813470516,10.6150733793,0.5759586533,1.8675053441,9.7907377618,6.5593161131e-4,1.3550209649e-8,-0.005600029,5.5702730977e-5,25.3842691688,4.8115071532,14.8370746327,0.1150547027,84.3791554551,68.5843864794,2.5475433832,0.6977175267,4.0309253769e7,3590.6632977387,241.5239123607,0.4362963836,0.4362982999,0.2958052722,0.0329111468,0.1075799646,0.0069716018,0.01774819,-3.6435253296e-4,0,0,0,0,-2.4763059767e-6,0.0285438114,6.2,194.7783549651,1.4911742702,-1.0395578223e-4,0,4.5125505387,834.0766958505,334.0335056264,0.05,0.0828511
1.95125,224.6650472896,238.3545507516,120.3325349653,239.103312704,120.7912275844,17.1993085436,7.3428583872e-4,17.1993085593,4.2692753398e-5,18.907730748,10.5167338172,0.5759586533,1.8675055186,9.790702534,5.9345074684e-4,0,-2.4459971963e-4,1.7824225119e-4,25.2985116165,4.7257496009,14.7763099551,0.1149517507,84.478732866,68.4755841976,2.581153011,0.7159058724,4.1315605725e7,3558.4099476549,255.6358838611,0.4392507799,0.4392523593,0.295005794,0.0347031338,0.1095418522,0.0063295861,0.0161712973,1.3946063876e-4,0,0,0,0,0,0.02928405,6.2,194.7783549651,1.4910360344,-4.657792052e-5,0,4.4360633533,832.8856632086,333.9871543921,0.05,0.0835105
2.00125,236.7315497632,244.3044734585,118.9325327958,245.0756368239,119.3796999,18.1576860619,7.9051964168e-4,18.1576860791,4.3536364627e-5,19.4265800598,10.3230514382,0.5759586533,1.8675056979,9.7906663764,3.0082677168e-4,-8.3481956789e-9,0.0038253378,2.0932568226e-4,25.2127540642,4.6399920486,14.7151562209,0.1148487988,84.5933544406,68.3660417651,2.617308496,0.733892219,4.2306861336e7,3526.1565975712,270.1511527389,0.4423684945,0.4423689035,0.2941949632,0.0366419329,0.1115315983,0.0032184114,0.0087827362,-4.4756705117e-4,0,0,0,0,1.0449660856e-6,0.030015699,6.2,194.7783549651,1.4911446924,6.4338408116e-5,0,4.3576311039,831.6643426884,333.939624449,0.05,0.0846194
